"event","experiment time","system time","system time text"
"START",0.000000000000000E0,1.636534710184442E9,"2021-11-10 09:58:30.184 UTC+01:00"
"PAUSE",1.558252150000772E1,1.636534725766653E9,"2021-11-10 09:58:45.767 UTC+01:00"
