"event","experiment time","system time","system time text"
"START",0.000000000E0,1636486896.787,"2021-11-09 20:41:36.787 UTC+01:00"
"PAUSE",1.582729510E1,1636486912.614,"2021-11-09 20:41:52.614 UTC+01:00"
