"event","experiment time","system time","system time text"
"START",0.000000000E0,1636395175.535,"2021-11-08 19:12:55.535 UTC+01:00"
"PAUSE",2.354472879E1,1636395199.079,"2021-11-08 19:13:19.079 UTC+01:00"
