"event","experiment time","system time","system time text"
"START",0.000000000E0,1636307917.732,"2021-11-07 23:28:37.732 UTC+05:30"
"PAUSE",1.332066796E1,1636307931.053,"2021-11-07 23:28:51.053 UTC+05:30"
