"event","experiment time","system time","system time text"
"START",0.000000000E0,1636390199.675,"2021-11-08 17:49:59.675 UTC+01:00"
"PAUSE",5.625005810E1,1636390255.925,"2021-11-08 17:50:55.925 UTC+01:00"
