"event","experiment time","system time","system time text"
"START",0.000000000E0,1636362487.213,"2021-11-08 14:38:07.213 UTC+05:30"
"PAUSE",1.003603235E1,1636362497.249,"2021-11-08 14:38:17.249 UTC+05:30"
