"event","experiment time","system time","system time text"
"START",0.000000000000000E0,1.636368811230459E9,"2021-11-08 11:53:31.230 UTC+01:00"
"PAUSE",3.695915833336767E1,1.636368848189982E9,"2021-11-08 11:54:08.190 UTC+01:00"
