"event","experiment time","system time","system time text"
"START",0.000000000000000E0,1.636142358882923E9,"2021-11-05 20:59:18.883 UTC+01:00"
"PAUSE",5.791543016667128E1,1.636142416799123E9,"2021-11-05 21:00:16.799 UTC+01:00"
