Time(s),X(m/s^2),Y(m/s^2),Z(m/s^2)
0.00068567,-2.978166819,-6.274579048,-2.678765059
0.01754088,-3.974179268,-5.506184101,-3.523730516
0.03439687,-4.007678986,-6.202794552,-3.339483023
0.05125291,-3.921537161,-8.036594391,-2.20468688
0.06810812,-4.230211258,-9.173783302,-1.898106575
0.08496333,-4.704289436,-9.394221306,-2.09222436
0.10181932,-4.991427898,-9.305686951,-2.587837696
0.11867536,-4.912465096,-9.015856743,-2.281257391
0.13553057,-4.498506546,-8.503493309,-2.221436739
0.15238578,-4.634897232,-8.098807335,-2.568695068
0.16924182,-4.965106964,-8.043772697,-4.232604027
0.18609781,-4.158426762,-7.138986588,-6.358327866
0.20295307,-2.539981127,-5.817250729,-5.271388054
0.21980822,-1.515254974,-6.166902065,-3.73699069
0.23666426,-1.259222865,-7.99591589,-5.240281582
0.25352026,-2.62851572,-8.965607643,-6.468697071
0.27037552,-3.825525284,-7.589136124,-6.188437462
0.28723072,-5.549254894,-5.76460886,-4.752145767
0.30408671,-6.71276474,-4.771288395,-5.302495003
0.32094276,-6.878168583,-5.697609901,-1.850250125
0.33779796,-5.515755177,-13.54786301,-0.502492726
0.35465317,-4.124927044,-23.54328156,-2.247757673
0.37150916,-5.353043556,-22.35345078,-0.643669307
0.3883652,-6.576374054,-16.92114449,-0.614955425
0.40522041,-6.688836575,-15.07538128,0.067298137
0.42207562,-6.133402824,-12.62871933,0.14626129
0.43893161,-6.040082455,-8.290532112,0.057726845
0.45578765,-9.202795982,-4.550849438,0.620339274
0.47264286,-7.124629498,-4.162913322,-0.378065974
0.48949807,-3.990929127,-4.280460835,-2.673979282
0.50635406,-1.838585138,-6.293721676,-2.47507596
0.5232101,-1.026820064,-8.003094673,-1.828714728
0.54006536,-0.646361232,-9.164211273,-0.526421011
0.55692052,-0.461814761,-9.379864693,0.376271367
0.57377656,-0.722931564,-8.209176064,0.416949332
0.5906326,-0.919143021,-7.234699249,-0.349352092
0.60748781,-1.130010486,-6.530910492,-1.594218135
0.62434302,-1.108175993,-5.987440586,-2.472683191
0.641199,-1.860120535,-6.171687603,-2.568695068
0.65805505,-2.858525753,-6.624230385,-1.970190287
0.67491026,-4.551148891,-7.423732281,-0.852143943
0.69176546,-7.016952515,-8.257032394,-0.610169768
0.70862145,-9.43489933,-8.47956562,-2.676372051
0.72547749,-10.87866879,-8.517850876,-5.860321522
0.7423327,-9.863513947,-7.811668396,-7.414160728
0.75918791,-8.482256889,-7.141379356,-6.073582172
0.7760439,-6.84945488,-6.367899418,-3.741776466
0.79289994,-5.589932919,-5.932405472,-1.309173107
