"event","experiment time","system time","system time text"
"START",0.000000000000000E0,1.636299395448421E9,"2021-11-07 16:36:35.448 UTC+01:00"
"PAUSE",1.911406545833597E1,1.636299414562555E9,"2021-11-07 16:36:54.563 UTC+01:00"
