"event","experiment time","system time","system time text"
"START",0.000000000E0,1636371139.057,"2021-11-08 12:32:19.057 UTC+01:00"
"PAUSE",1.262498653E2,1636371265.307,"2021-11-08 12:34:25.307 UTC+01:00"
