"event","experiment time","system time","system time text"
"START",0.000000000000000E0,1.636820483265942E9,"2021-11-13 17:21:23.266 UTC+01:00"
"PAUSE",3.002064025000436E1,1.636820513286020E9,"2021-11-13 17:21:53.286 UTC+01:00"
